id,name,neighbourhood,room_type,property_type,bedrooms,bathrooms,accommodates,price,minimum_nights,number_of_reviews,review_scores_rating,availability_365,amenities_count,host_is_superhost
3625,Lovely Cottage in Hackney,Hackney,Private room,Villa,5.0,1,10,110.14,5,70,3.9,174,3,f
3626,Lovely Villa in Wandsworth,Wandsworth,Entire home/apt,Studio,,1,10,256.48,7,37,,103,6,f
3627,Lovely Studio in Westminster,Westminster,Entire home/apt,Townhouse,2.0,1,4,346.66,3,223,3.8,106,8,f
3628,Lovely Loft in Camden,Camden,Entire home/apt,Loft,4.0,1,8,290.93,3,248,4.4,311,8,f
3629,Lovely Villa in Wandsworth,Wandsworth,Entire home/apt,Villa,2.0,1,4,278.5,2,6,4.9,178,7,f
3630,Lovely Townhouse in Southwark,Southwark,Private room,Cottage,4.0,2,8,216.57,7,207,4.1,126,9,t
3631,Lovely Cottage in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Cottage,3.0,1,6,,7,265,4.1,165,5,f
3632,Lovely House in Islington,Islington,Entire home/apt,Cottage,4.0,1,8,241.19,1,89,4.8,92,8,t
3633,Lovely Apartment in Camden,Camden,Private room,Studio,3.0,1,6,191.05,1,224,3.6,210,10,f
3634,Lovely Villa in Wandsworth,Wandsworth,Entire home/apt,Villa,3.0,1,6,191.73,1,103,3.9,53,8,f
3635,Lovely Apartment in Wandsworth,Wandsworth,Private room,Villa,4.0,2,8,163.1,1,85,4.5,320,3,t
3636,Lovely Townhouse in Greenwich,Greenwich,Entire home/apt,Studio,2.0,1,4,118.24,2,72,4.2,270,10,f
3637,Lovely Cottage in Wandsworth,Wandsworth,Entire home/apt,Loft,3.0,1,6,236.32,1,56,4.6,318,10,f
3638,Lovely Townhouse in Westminster,Westminster,Private room,Loft,3.0,2,6,319.5,2,97,3.6,162,9,f
3639,Lovely Villa in Greenwich,Greenwich,Entire home/apt,Villa,4.0,1,8,236.29,3,243,4.5,21,6,f
3640,Lovely Studio in Tower Hamlets,Tower Hamlets,Entire home/apt,Loft,1.0,2,2,188.78,7,7,4.1,68,7,f
3641,Lovely Cottage in Wandsworth,Wandsworth,Entire home/apt,Townhouse,5.0,1,10,244.59,3,180,4.7,102,9,f
3642,Lovely Townhouse in Southwark,Southwark,Private room,House,3.0,2,6,158.17,2,163,3.7,325,4,f
3643,Lovely Apartment in Westminster,Westminster,Entire home/apt,Villa,3.0,1,6,275.42,2,87,4.5,247,3,f
3644,Lovely House in Wandsworth,Wandsworth,Entire home/apt,House,3.0,1,6,217.95,1,42,3.9,24,8,f
3645,Lovely Townhouse in Hackney,Hackney,Private room,Cottage,2.0,1,4,103.41,1,179,4.8,18,9,f
3646,Lovely House in Camden,Camden,Entire home/apt,House,1.0,1,2,219.17,2,235,4.9,278,3,f
3647,Lovely Villa in Westminster,Westminster,Private room,Cottage,1.0,1,2,200.89,1,0,,166,9,f
3648,Lovely Apartment in Hackney,Hackney,Private room,Villa,4.0,1,8,144.84,5,44,4.9,5,7,f
3649,Lovely Apartment in Hackney,Hackney,Entire home/apt,Apartment,1.0,1,2,175.4,7,230,3.6,114,6,f
3650,Lovely Villa in Kensington & Chelsea,Kensington & Chelsea,Shared room,Villa,2.0,1,4,49.08,5,213,3.5,165,7,f
3651,Lovely House in Southwark,Southwark,Entire home/apt,Loft,1.0,2,2,223.08,5,68,4.0,287,9,f
3652,Lovely Cottage in Westminster,Westminster,Hotel room,Townhouse,1.0,1,2,272.81,2,149,4.8,135,3,f
3653,Lovely House in Wandsworth,Wandsworth,Entire home/apt,Loft,2.0,2,4,237.91,3,34,4.2,295,8,f
3654,Lovely Loft in Greenwich,Greenwich,Private room,Villa,2.0,1,4,99.26,1,166,3.7,333,8,f
3655,Lovely Villa in Wandsworth,Wandsworth,Private room,Studio,2.0,1,4,69.73,2,283,3.7,338,3,f
3656,Lovely House in Greenwich,Greenwich,Private room,Cottage,1.0,2,2,79.57,1,253,4.2,244,10,f
3657,Lovely House in Lambeth,Lambeth,Entire home/apt,Apartment,1.0,1,2,208.41,5,155,3.6,272,4,f
3658,Lovely Villa in Greenwich,Greenwich,Entire home/apt,Studio,3.0,3,6,169.7,1,23,3.6,106,5,f
3659,Lovely House in Camden,Camden,Entire home/apt,Cottage,4.0,1,8,,1,284,4.3,144,10,f
3660,Lovely Villa in Southwark,Southwark,Entire home/apt,Townhouse,2.0,2,4,252.41,7,160,5.0,264,9,f
3661,Lovely Studio in Wandsworth,Wandsworth,Entire home/apt,Loft,1.0,2,2,254.8,2,5,4.5,30,9,f
3662,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Hotel room,Cottage,2.0,1,4,215.67,2,235,4.1,210,5,f
3663,Lovely Townhouse in Southwark,Southwark,Private room,Townhouse,2.0,1,4,139.72,3,99,4.6,101,3,f
3664,Lovely Studio in Westminster,Westminster,Entire home/apt,Apartment,1.0,3,2,367.5,2,7,3.9,72,3,f
3665,Lovely Villa in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Cottage,1.0,2,2,285.93,3,144,3.9,29,8,f
3666,Lovely Villa in Southwark,Southwark,Entire home/apt,Cottage,1.0,1,2,204.97,2,131,4.9,23,3,f
3667,Lovely Studio in Hackney,Hackney,Entire home/apt,Cottage,3.0,1,6,201.66,3,119,4.4,214,3,t
3668,Lovely Villa in Islington,Islington,Private room,Studio,2.0,1,4,131.24,5,157,4.5,323,10,t
3669,Lovely House in Southwark,Southwark,Private room,House,2.0,1,4,174.31,1,206,3.7,259,4,f
3670,Lovely Townhouse in Islington,Islington,Entire home/apt,Townhouse,2.0,1,4,258.4,1,161,4.8,155,8,f
3671,Lovely House in Tower Hamlets,Tower Hamlets,Shared room,Townhouse,1.0,2,2,76.04,5,73,4.8,151,7,f
3672,Lovely House in Hackney,Hackney,Entire home/apt,Studio,1.0,1,2,165.28,2,226,3.6,53,10,f
3673,Lovely Loft in Camden,Camden,Private room,Cottage,2.0,2,4,58.43,1,74,4.3,4,4,f
3674,Lovely Apartment in Lambeth,Lambeth,Entire home/apt,Cottage,4.0,2,8,179.62,5,162,4.0,101,7,t
3675,Lovely Cottage in Tower Hamlets,Tower Hamlets,Private room,Villa,4.0,1,8,108.81,1,145,4.9,132,10,f
3676,Lovely Townhouse in Wandsworth,Wandsworth,Private room,Loft,1.0,2,2,117.54,1,97,4.8,18,10,f
3677,Lovely Studio in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Apartment,1.0,2,2,325.3,1,205,4.2,179,4,f
3678,Lovely Studio in Southwark,Southwark,Entire home/apt,Townhouse,2.0,1,4,209.26,2,190,4.0,260,8,f
3679,Lovely Townhouse in Hackney,Hackney,Entire home/apt,Townhouse,1.0,2,2,120.94,2,238,4.2,88,6,f
3680,Lovely Studio in Hackney,Hackney,Private room,Cottage,1.0,1,2,63.62,2,46,4.8,249,8,f
3681,Lovely Loft in Lambeth,Lambeth,Shared room,Loft,2.0,3,4,38.67,1,23,4.8,205,9,t
3682,Lovely Loft in Lambeth,Lambeth,Private room,Villa,2.0,1,4,97.12,1,280,4.7,346,10,t
3683,Lovely Studio in Westminster,Westminster,Private room,Studio,1.0,1,2,183.55,3,196,4.4,199,4,t
3684,Lovely House in Islington,Islington,Entire home/apt,Loft,2.0,1,4,259.95,1,151,3.6,363,6,f
3685,Lovely Apartment in Westminster,Westminster,Hotel room,Cottage,5.0,1,10,279.47,3,108,3.6,25,8,f
3686,Lovely House in Wandsworth,Wandsworth,Private room,Apartment,2.0,1,4,204.99,1,47,3.7,217,6,f
3687,Lovely Townhouse in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Studio,2.0,1,4,290.76,1,134,4.3,203,10,f
3688,Lovely Apartment in Southwark,Southwark,Entire home/apt,Townhouse,2.0,1,4,162.99,3,271,4.4,228,8,f
3689,Lovely Studio in Tower Hamlets,Tower Hamlets,Private room,Apartment,2.0,2,4,155.73,2,223,,277,3,f
3690,Lovely Villa in Tower Hamlets,Tower Hamlets,Entire home/apt,Loft,1.0,2,2,165.08,2,40,5.0,105,3,f
3691,Lovely Apartment in Greenwich,Greenwich,Entire home/apt,Loft,1.0,2,2,192.69,2,256,3.9,289,8,f
3692,Lovely Villa in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Townhouse,4.0,3,8,357.25,1,93,4.5,290,10,f
3693,Lovely Apartment in Southwark,Southwark,Private room,Townhouse,2.0,2,4,71.5,2,266,4.9,281,5,f
3694,Lovely Loft in Lambeth,Lambeth,Private room,Loft,3.0,2,6,58.27,1,93,3.8,255,4,t
3695,Lovely Loft in Tower Hamlets,Tower Hamlets,Entire home/apt,Cottage,1.0,1,2,204.64,5,203,4.0,278,7,f
3696,Lovely Apartment in Kensington & Chelsea,Kensington & Chelsea,Private room,House,2.0,1,4,127.7,1,44,3.8,16,8,t
3697,Lovely Loft in Westminster,Westminster,Hotel room,Villa,1.0,1,2,244.38,3,228,4.8,295,5,f
3698,Lovely House in Wandsworth,Wandsworth,Private room,Villa,3.0,1,6,149.24,3,54,4.9,244,3,f
3699,Lovely Apartment in Camden,Camden,Entire home/apt,Loft,1.0,2,2,239.43,2,268,3.5,347,4,f
3700,Lovely Townhouse in Hackney,Hackney,Hotel room,Townhouse,2.0,2,4,118.7,3,78,3.8,106,8,f
3701,Lovely House in Greenwich,Greenwich,Private room,Cottage,2.0,1,4,113.31,1,202,4.2,100,7,f
3702,Lovely Cottage in Camden,Camden,Entire home/apt,House,1.0,3,2,179.4,5,13,4.1,258,5,f
3703,Lovely Studio in Kensington & Chelsea,Kensington & Chelsea,Private room,Apartment,1.0,1,2,281.45,7,159,4.0,219,9,t
3704,Lovely Apartment in Tower Hamlets,Tower Hamlets,Private room,Studio,3.0,1,6,127.53,2,294,3.8,230,3,f
3705,Lovely Studio in Hackney,Hackney,Entire home/apt,Studio,2.0,2,4,190.19,1,118,3.5,15,3,f
3706,Lovely Villa in Islington,Islington,Private room,House,1.0,1,2,67.04,7,295,3.7,98,8,f
3707,Lovely Loft in Hackney,Hackney,Private room,Loft,2.0,1,4,130.17,1,27,4.9,70,8,t
3708,Lovely Loft in Westminster,Westminster,Entire home/apt,House,2.0,2,4,210.86,1,290,4.9,267,7,t
3709,Lovely Studio in Islington,Islington,Private room,Cottage,2.0,1,4,152.76,1,102,4.3,220,9,f
3710,Lovely House in Greenwich,Greenwich,Entire home/apt,Townhouse,2.0,1,4,146.81,5,185,3.8,12,7,f
3711,Lovely Villa in Greenwich,Greenwich,Entire home/apt,Villa,1.0,3,2,165.05,1,77,4.9,135,6,t
3712,Lovely Cottage in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Villa,2.0,1,4,318.72,1,271,3.7,45,4,f
3713,Lovely House in Hackney,Hackney,Entire home/apt,Townhouse,2.0,2,4,166.73,1,250,4.4,58,3,t
3714,Lovely Townhouse in Hackney,Hackney,Entire home/apt,Loft,4.0,2,8,205.46,5,6,4.4,107,6,f
3715,Lovely Studio in Greenwich,Greenwich,Entire home/apt,Townhouse,1.0,1,2,230.82,1,279,5.0,171,6,f
3716,Lovely Studio in Wandsworth,Wandsworth,Private room,Loft,1.0,1,2,88.97,3,5,4.9,295,3,f
3717,Lovely Villa in Islington,Islington,Entire home/apt,House,2.0,1,4,263.98,1,187,4.4,40,9,f
3718,Lovely Cottage in Wandsworth,Wandsworth,Entire home/apt,House,2.0,2,4,203.35,3,17,4.9,251,9,f
3719,Lovely Villa in Lambeth,Lambeth,Private room,House,4.0,2,8,191.34,1,281,4.4,294,6,f
3720,Lovely House in Greenwich,Greenwich,Entire home/apt,Loft,1.0,1,2,185.85,2,47,3.8,285,5,f
3721,Lovely Townhouse in Southwark,Southwark,Shared room,Cottage,1.0,3,2,47.11,1,72,3.9,155,5,f
3722,Lovely House in Camden,Camden,Private room,Townhouse,1.0,1,2,94.19,2,171,4.0,144,6,f
3723,Lovely Villa in Islington,Islington,Hotel room,Studio,2.0,1,4,211.6,2,187,3.5,159,9,f
3724,Lovely House in Greenwich,Greenwich,Entire home/apt,Loft,1.0,2,2,157.87,7,166,4.9,255,6,f
3725,Lovely Villa in Greenwich,Greenwich,Private room,House,1.0,2,2,41.33,1,108,4.8,31,9,f
3726,Lovely Loft in Kensington & Chelsea,Kensington & Chelsea,Private room,Villa,2.0,1,4,226.22,1,289,4.3,296,3,t
3727,Lovely Townhouse in Hackney,Hackney,Entire home/apt,Studio,2.0,1,4,223.14,7,43,4.3,210,5,f
3728,Lovely Studio in Islington,Islington,Entire home/apt,Apartment,3.0,1,6,254.51,1,273,5.0,37,10,f
3729,Lovely Studio in Southwark,Southwark,Entire home/apt,Studio,1.0,1,2,200.49,1,67,4.3,94,8,t
3730,Lovely Townhouse in Islington,Islington,Private room,Studio,1.0,1,2,123.06,1,2,4.6,281,3,f
3731,Lovely Apartment in Islington,Islington,Hotel room,Studio,1.0,2,2,128.09,1,242,4.6,224,9,t
3732,Lovely Villa in Westminster,Westminster,Entire home/apt,Loft,1.0,2,2,350.8,7,234,4.9,30,4,t
3733,Lovely Loft in Hackney,Hackney,Private room,Loft,1.0,1,2,77.34,2,50,4.9,1,3,f
3734,Lovely Apartment in Tower Hamlets,Tower Hamlets,Entire home/apt,Studio,1.0,3,2,127.25,3,210,5.0,107,9,f
3735,Lovely Cottage in Wandsworth,Wandsworth,Entire home/apt,Villa,1.0,1,2,123.07,2,249,4.0,15,5,f
3736,Lovely Townhouse in Hackney,Hackney,Entire home/apt,Loft,3.0,1,6,157.03,3,3,4.0,294,7,f
3737,Lovely Townhouse in Westminster,Westminster,Entire home/apt,Loft,3.0,1,6,325.29,7,241,4.9,120,6,f
3738,Lovely Townhouse in Camden,Camden,Entire home/apt,House,2.0,1,4,184.08,3,233,4.2,169,6,t
3739,Lovely Townhouse in Camden,Camden,Entire home/apt,Villa,1.0,1,2,143.37,3,43,3.8,67,5,t
3740,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Entire home/apt,Loft,4.0,2,8,234.13,2,159,4.4,197,9,f
3741,Lovely House in Greenwich,Greenwich,Private room,House,2.0,1,4,23.84,5,21,4.1,229,7,t
3742,Lovely Villa in Camden,Camden,Private room,Apartment,2.0,1,4,173.57,1,234,4.2,99,8,t
3743,Lovely Loft in Kensington & Chelsea,Kensington & Chelsea,Private room,House,1.0,2,2,113.94,2,291,4.7,165,4,t
3744,Lovely House in Tower Hamlets,Tower Hamlets,Private room,Apartment,2.0,2,4,110.22,2,184,4.8,337,3,f
3745,Lovely Studio in Wandsworth,Wandsworth,Entire home/apt,Loft,5.0,1,10,251.18,1,119,4.2,109,8,f
3746,Lovely Loft in Southwark,Southwark,Private room,Loft,3.0,1,6,119.65,5,1,3.6,268,3,f
3747,Lovely Townhouse in Westminster,Westminster,Private room,Apartment,2.0,2,4,106.25,2,27,4.8,227,10,t
3748,Lovely House in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Apartment,1.0,2,2,293.28,5,271,4.2,207,6,f
3749,Lovely Apartment in Hackney,Hackney,Entire home/apt,Apartment,2.0,2,4,163.78,2,25,4.2,209,3,f
3750,Lovely Studio in Lambeth,Lambeth,Entire home/apt,House,2.0,3,4,163.77,1,267,4.8,51,5,t
3751,Lovely Cottage in Southwark,Southwark,Entire home/apt,Townhouse,1.0,2,2,138.31,2,109,4.7,332,7,f
3752,Lovely Cottage in Lambeth,Lambeth,Entire home/apt,Loft,2.0,2,4,137.23,3,233,3.7,201,7,t
3753,Lovely Cottage in Southwark,Southwark,Hotel room,Villa,2.0,2,4,197.26,3,45,4.8,144,8,f
3754,Lovely Loft in Hackney,Hackney,Private room,Villa,1.0,1,2,24.22,1,12,4.3,318,10,f
3755,Lovely Loft in Westminster,Westminster,Entire home/apt,Loft,4.0,3,8,286.18,1,78,3.8,264,3,f
3756,Lovely Loft in Lambeth,Lambeth,Hotel room,Cottage,1.0,1,2,162.78,3,127,4.3,267,7,f
3757,Lovely Loft in Tower Hamlets,Tower Hamlets,Private room,Townhouse,1.0,2,2,66.55,3,218,4.1,225,3,f
3758,Lovely House in Southwark,Southwark,Hotel room,House,3.0,1,6,188.77,2,253,3.8,281,9,f
3759,Lovely Villa in Lambeth,Lambeth,Hotel room,House,1.0,1,2,105.33,2,208,4.7,273,9,f
3760,Lovely House in Wandsworth,Wandsworth,Entire home/apt,Apartment,1.0,2,2,106.63,7,27,4.0,269,4,f
3761,Lovely Villa in Kensington & Chelsea,Kensington & Chelsea,Private room,Cottage,1.0,2,2,175.22,2,19,4.1,13,7,t
3762,Lovely Villa in Hackney,Hackney,Private room,House,5.0,1,10,137.21,1,10,3.8,11,10,f
3763,Lovely Villa in Camden,Camden,Entire home/apt,Apartment,5.0,1,10,316.97,1,245,4.5,201,6,f
3764,Lovely Loft in Westminster,Westminster,Private room,Loft,1.0,3,2,125.94,3,203,3.7,26,9,f
3765,Lovely House in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Apartment,1.0,3,2,399.27,1,274,4.9,40,9,f
3766,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Entire home/apt,Villa,2.0,2,4,145.62,3,139,3.9,324,6,t
3767,Lovely House in Wandsworth,Wandsworth,Private room,Villa,3.0,1,6,111.56,5,168,4.6,63,6,t
3768,Lovely Studio in Islington,Islington,Entire home/apt,Studio,1.0,1,2,146.51,3,275,3.7,56,6,f
3769,Lovely Loft in Southwark,Southwark,Entire home/apt,Townhouse,4.0,1,8,216.97,2,125,4.5,288,4,t
3770,Lovely Apartment in Hackney,Hackney,Private room,Villa,1.0,1,2,26.98,2,207,4.3,346,3,f
3771,Lovely Apartment in Westminster,Westminster,Shared room,Loft,1.0,2,2,20.0,1,208,4.0,189,9,t
3772,Lovely Cottage in Islington,Islington,Private room,Cottage,3.0,1,6,64.11,1,223,4.8,17,10,f
3773,Lovely Apartment in Greenwich,Greenwich,Entire home/apt,Studio,4.0,2,8,258.63,2,50,3.7,188,3,f
3774,Lovely Cottage in Tower Hamlets,Tower Hamlets,Entire home/apt,Townhouse,2.0,2,4,210.7,3,132,3.7,222,4,t
3775,Lovely Villa in Lambeth,Lambeth,Entire home/apt,Loft,1.0,1,2,184.01,2,190,4.1,55,6,f
3776,Lovely Villa in Tower Hamlets,Tower Hamlets,Private room,Studio,1.0,1,2,74.61,2,22,,47,7,f
3777,Lovely Studio in Camden,Camden,Entire home/apt,Townhouse,2.0,2,4,155.11,5,216,3.5,180,5,f
3778,Lovely House in Southwark,Southwark,Private room,Villa,1.0,1,2,51.76,7,233,4.4,363,9,f
3779,Lovely House in Southwark,Southwark,Entire home/apt,House,2.0,1,4,193.32,2,49,3.6,106,6,f
3780,Lovely House in Greenwich,Greenwich,Private room,Loft,1.0,2,2,109.5,2,221,3.7,96,4,f
3781,Lovely Apartment in Islington,Islington,Entire home/apt,Loft,4.0,2,8,318.5,7,251,4.5,278,8,f
3782,Lovely Villa in Greenwich,Greenwich,Private room,House,3.0,1,6,80.97,2,61,4.3,173,5,f
3783,Lovely House in Islington,Islington,Entire home/apt,Apartment,5.0,3,10,290.61,1,133,4.5,123,8,t
3784,Lovely Studio in Islington,Islington,Entire home/apt,Cottage,1.0,1,2,138.85,5,170,4.4,332,5,f
3785,Lovely House in Southwark,Southwark,Hotel room,Villa,5.0,2,10,172.64,7,278,4.6,319,6,f
3786,Lovely Loft in Hackney,Hackney,Entire home/apt,House,1.0,1,2,152.17,5,87,4.4,99,8,f
3787,Lovely Townhouse in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Studio,2.0,3,4,230.87,2,258,4.5,193,10,t
3788,Lovely Townhouse in Wandsworth,Wandsworth,Private room,Villa,2.0,2,4,53.97,1,60,4.4,181,5,f
3789,Lovely Studio in Wandsworth,Wandsworth,Hotel room,House,1.0,1,2,161.03,3,90,4.2,324,7,t
3790,Lovely House in Camden,Camden,Entire home/apt,Townhouse,2.0,1,4,232.26,7,96,4.8,332,10,f
3791,Lovely Apartment in Camden,Camden,Entire home/apt,Cottage,4.0,1,8,233.78,7,37,4.1,56,10,f
3792,Lovely Villa in Lambeth,Lambeth,Entire home/apt,Cottage,2.0,1,4,175.96,1,25,4.4,323,8,t
3793,Lovely Cottage in Tower Hamlets,Tower Hamlets,Entire home/apt,Loft,1.0,3,2,154.8,2,84,4.9,355,3,f
3794,Lovely Cottage in Wandsworth,Wandsworth,Entire home/apt,Apartment,1.0,2,2,245.08,5,141,4.8,99,9,f
3795,Lovely Apartment in Hackney,Hackney,Entire home/apt,Studio,1.0,1,2,114.77,7,209,4.0,109,6,f
3796,Lovely Cottage in Greenwich,Greenwich,Entire home/apt,Villa,2.0,2,4,109.55,1,255,4.2,287,9,t
3797,Lovely Loft in Hackney,Hackney,Private room,Cottage,2.0,2,4,35.39,3,170,4.9,51,4,t
3798,Lovely Townhouse in Islington,Islington,Private room,Studio,1.0,1,2,150.12,2,17,4.3,313,6,t
3799,Lovely Villa in Southwark,Southwark,Hotel room,Loft,1.0,1,2,149.62,1,207,4.2,274,5,f
3800,Lovely Cottage in Wandsworth,Wandsworth,Private room,Studio,3.0,1,6,136.15,1,171,5.0,294,6,f
3801,Lovely Apartment in Hackney,Hackney,Hotel room,Villa,2.0,1,4,134.21,2,242,4.3,94,8,f
3802,Lovely Villa in Wandsworth,Wandsworth,Private room,House,3.0,2,6,117.92,3,133,4.7,282,4,f
3803,Lovely Cottage in Islington,Islington,Private room,Loft,4.0,2,8,106.44,5,280,4.9,27,5,f
3804,Lovely Studio in Southwark,Southwark,Entire home/apt,Townhouse,3.0,2,6,223.94,3,125,4.1,41,5,f
3805,Lovely Townhouse in Greenwich,Greenwich,Entire home/apt,Apartment,5.0,1,10,186.11,2,135,4.2,323,7,f
3806,Lovely Cottage in Wandsworth,Wandsworth,Entire home/apt,Cottage,2.0,1,4,210.01,7,158,3.8,120,9,f
3807,Lovely Loft in Southwark,Southwark,Entire home/apt,House,3.0,1,6,210.93,3,17,3.5,227,6,f
3808,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Entire home/apt,Villa,3.0,2,6,157.46,1,222,4.4,41,4,t
3809,Lovely Loft in Hackney,Hackney,Entire home/apt,Studio,1.0,2,2,136.83,1,3,4.1,251,8,t
3810,Lovely Villa in Hackney,Hackney,Entire home/apt,Loft,5.0,3,10,237.74,3,295,4.7,29,9,f
3811,Lovely Loft in Wandsworth,Wandsworth,Entire home/apt,Studio,1.0,2,2,170.74,3,250,3.9,20,4,f
3812,Lovely Studio in Islington,Islington,Entire home/apt,Townhouse,3.0,1,6,294.85,2,137,3.9,140,10,t
3813,Lovely Studio in Hackney,Hackney,Entire home/apt,Townhouse,2.0,1,4,146.78,2,89,4.6,118,3,f
3814,Lovely Studio in Wandsworth,Wandsworth,Entire home/apt,Cottage,1.0,2,2,221.84,2,93,4.6,268,6,f
3815,Lovely Studio in Westminster,Westminster,Entire home/apt,Loft,2.0,1,4,241.68,5,269,4.9,102,10,f
3816,Lovely Studio in Hackney,Hackney,Entire home/apt,Townhouse,3.0,1,6,186.11,7,176,3.7,27,8,f
3817,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Entire home/apt,Loft,3.0,1,6,177.6,3,131,4.6,288,6,f
3818,Lovely Studio in Wandsworth,Wandsworth,Private room,Apartment,1.0,2,2,89.9,5,246,4.4,18,6,f
3819,Lovely Cottage in Tower Hamlets,Tower Hamlets,Entire home/apt,Apartment,4.0,2,8,213.1,1,91,4.6,183,4,t
3820,Lovely Cottage in Islington,Islington,Entire home/apt,Villa,5.0,2,10,389.2,2,146,5.0,72,6,f
3821,Lovely Townhouse in Westminster,Westminster,Entire home/apt,Loft,4.0,2,8,327.92,2,244,3.7,45,4,f
3822,Lovely Loft in Tower Hamlets,Tower Hamlets,Entire home/apt,Cottage,4.0,1,8,266.0,1,248,4.2,293,5,f
3823,Lovely Townhouse in Southwark,Southwark,Entire home/apt,Apartment,4.0,2,8,195.76,5,210,3.8,33,10,f
3824,Lovely Villa in Kensington & Chelsea,Kensington & Chelsea,Hotel room,Townhouse,1.0,1,2,288.62,2,278,3.9,159,3,f
3825,Lovely Apartment in Hackney,Hackney,Private room,Apartment,1.0,1,2,45.12,3,208,4.0,211,9,t
3826,Lovely Apartment in Tower Hamlets,Tower Hamlets,Entire home/apt,Loft,1.0,2,2,181.6,7,262,4.9,53,10,f
3827,Lovely Apartment in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Apartment,2.0,1,4,235.66,5,28,3.9,351,3,f
3828,Lovely Townhouse in Kensington & Chelsea,Kensington & Chelsea,Private room,Apartment,1.0,1,2,182.38,1,232,4.6,292,10,t
3829,Lovely Villa in Hackney,Hackney,Entire home/apt,Studio,5.0,2,10,179.73,1,221,4.2,67,6,f
3830,Lovely Cottage in Wandsworth,Wandsworth,Private room,Loft,2.0,3,4,48.6,3,171,3.8,365,8,f
3831,Lovely Townhouse in Hackney,Hackney,Private room,Loft,1.0,2,2,35.78,5,47,3.9,163,9,t
3832,Lovely Townhouse in Hackney,Hackney,Private room,Villa,2.0,1,4,113.25,3,298,3.6,187,7,f
3833,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Private room,Cottage,5.0,2,10,117.49,2,190,4.5,325,3,f
3834,Lovely Loft in Lambeth,Lambeth,Shared room,Apartment,4.0,1,8,121.67,1,122,5.0,60,9,f
3835,Lovely Studio in Islington,Islington,Entire home/apt,Townhouse,2.0,1,4,306.14,2,77,3.8,331,6,t
3836,Lovely Loft in Westminster,Westminster,Private room,Loft,3.0,2,6,155.78,3,3,4.0,94,4,f
3837,Lovely Loft in Lambeth,Lambeth,Entire home/apt,Apartment,4.0,1,8,173.31,1,67,4.8,273,4,f
3838,Lovely Studio in Greenwich,Greenwich,Private room,Loft,1.0,3,2,90.67,5,262,4.7,287,10,f
3839,Lovely Cottage in Islington,Islington,Entire home/apt,Villa,1.0,1,2,202.23,1,202,3.9,56,9,f
3840,Lovely Townhouse in Hackney,Hackney,Private room,House,1.0,3,2,92.49,3,58,4.6,283,3,t
3841,Lovely House in Camden,Camden,Private room,Studio,1.0,1,2,91.17,5,86,4.5,59,7,f
3842,Lovely Apartment in Southwark,Southwark,Entire home/apt,Villa,1.0,2,2,167.73,5,221,5.0,68,8,f
3843,Lovely Villa in Greenwich,Greenwich,Entire home/apt,Villa,2.0,2,4,191.74,3,268,4.4,336,10,f
3844,Lovely Cottage in Wandsworth,Wandsworth,Entire home/apt,Loft,2.0,1,4,,1,202,3.6,317,9,f
3845,Lovely Loft in Wandsworth,Wandsworth,Private room,Studio,1.0,1,2,151.66,2,58,3.7,59,9,f
3846,Lovely Loft in Camden,Camden,Entire home/apt,Loft,1.0,1,2,213.6,1,192,4.7,106,5,f
3847,Lovely Apartment in Wandsworth,Wandsworth,Entire home/apt,Cottage,3.0,1,6,232.36,3,213,4.0,95,3,f
3848,Lovely Loft in Wandsworth,Wandsworth,Entire home/apt,Studio,1.0,1,2,232.01,2,277,3.7,209,8,f
3849,Lovely Loft in Hackney,Hackney,Entire home/apt,Cottage,2.0,1,4,145.66,3,111,3.7,143,10,f
3850,Lovely Villa in Southwark,Southwark,Private room,Loft,1.0,1,2,20.0,1,104,3.9,174,5,f
3851,Lovely Villa in Kensington & Chelsea,Kensington & Chelsea,Private room,Villa,3.0,2,6,122.78,7,66,4.4,230,8,f
